Repository,Title,Call No.,Language(s),Origin,Date,CompuDate,Place,Illustrated,Illuminated,Subject,Genre,Front Cover,Navigation,Data,Record,Summary
University of Pennsylvania Rare Book & Manuscript Library,Scola medico-chirurgica,LJS 210,Italian,"Written in Ragusa (in Sicily, or modern Dubrovnik in Croatia) in 1738 (p. v).",1738,1738,Ragusa,No,No,Hygiene;Medicine;Medicine;,"Codices;Treatises;Manuscripts, Italian;Manuscripts, European;",http://openn.library.upenn.edu/Data/0001/ljs210/data/web/0056_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs210.html,http://openn.library.upenn.edu/Data/0001/ljs210/data/,http://hdl.library.upenn.edu/1017/d/medren/5878683,"Medical treatise divided into three theorems (lacking the first of four), on pathology, semiotics (interpreting the signs of disease), and hygiene. Medical notes added on leaves at beginning and end by a later hand (p. ii-iii, 270). 2 leaves torn out (p. 82-85) and final leaf partial (p. 270).""           "
University of Pennsylvania Rare Book & Manuscript Library,Roger Bigod deed :,LJS 211,Latin,None noted,None noted,,None noted,No,No,Real property;Windmills;,"Deeds;Legal documents;Seals (artifacts);Manuscripts, Latin;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs211/data/web/0176_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs211.html,http://openn.library.upenn.edu/Data/0001/ljs211/data/,http://hdl.library.upenn.edu/1017/d/medren/4995606,"Record of 3 grants of land in Suffolk by Roger Bigod, Earl of Norfolk, to the sons of magister William de Risinges (Walter, Simon, Eustace, and Peter), for which Bigod received a riding horse, a windmill with a rood of land (possibly the earliest mention of a windmill in Suffolk), and an annual fee. Written in 17 long lines, in a chancery script, with the central part of a wax seal still remaining on a parchment tag. The remnant of the seal shows part of an equestrian figure on one side and a heraldic lion on the other.""           "
University of Pennsylvania Rare Book & Manuscript Library,Manuscript leaf from expense records,LJS 212,Middle French,None noted,None noted,,None noted,No,No,Accounting;Mills and mill-work;Textile industry;,"Fragments;Accounts;Manuscripts, French;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs212/data/web/0165_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs212.html,http://openn.library.upenn.edu/Data/0001/ljs212/data/,http://hdl.library.upenn.edu/1017/d/medren/5760490,"Record of expenses for mills, mostly fulling mills, in Poligny in the Jura region in eastern France. Fulling mills were facilities for cleansing and felting woolen fabrics. The entries include payments for equipment (for example, a millstone, hammers for fulling, and nails), transport, and labor. The expenses on this leaf are entered under the heading Molins Giraut Barthoz. The entries are written in chancery script by a single hand in 2 columns of 63 lines, a wide column on the left for information about each expense and a narrow column on the right for the cost, ruled in lead.""           "
University of Pennsylvania Rare Book & Manuscript Library,Traité elémentaire et synthètique des sections coniques,LJS 213,French,"Written in Chambéry, in southeastern France, in 1809 (f. 2r).",1809,1809,Chambéry,No,No,Mathematics;Geometry;,"Codices;Diagrams;Treatises;Manuscripts, French;Manuscripts, Digital;",http://openn.library.upenn.edu/Data/0001/ljs213/data/web/0080_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs213.html,http://openn.library.upenn.edu/Data/0001/ljs213/data/,http://hdl.library.upenn.edu/1017/d/medren/5978619,"Treatise on conical sections divided into 3 chapters (numbered first, second, and fourth) on ellipses, hyperbolas, and parabolas, based on the teaching of George-Marie Raymond, who was the chair of mathematics at the École normale de Chambéry.""           "
University of Pennsylvania Rare Book & Manuscript Library,Theoretisch-praktische Chemie,LJS 214,German,"Written in Chemnitz in eastern Germany (the attribution on the title page places it in Hungary), in 1784 (f. 1r).",1784,1784,Chemnitz,No,No,Chemistry;,"Codices;Manuscripts, German;Manuscripts, European;",http://openn.library.upenn.edu/Data/0001/ljs214/data/web/0069_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs214.html,http://openn.library.upenn.edu/Data/0001/ljs214/data/,http://hdl.library.upenn.edu/1017/d/medren/5033364,"Extensive work on chemistry in 137 chapters, preceded by tables of chemical symbols (f. 2r-6v) that are used in the text throughout the manuscript.""           "
University of Pennsylvania Rare Book & Manuscript Library,Scientific miscellany,LJS 215,Middle French;Latin,"Written in France by Imbert Fentryer in 1511 (signature, date of event, f. 225v-226r).",1511,1511,France,Yes,No,"Astrolabes;Astrology;Astronomy;Dyes and dyeing;Medicine;","Codices;Anthologies;Diagrams;Tables (documents);Manuscripts, French;Manuscripts, Latin;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs215/data/web/0185_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs215.html,http://openn.library.upenn.edu/Data/0001/ljs215/data/,http://hdl.library.upenn.edu/1017/d/medren/5034562,"Compendium of astrological charts; astronomical and astrological tables; treatises on astronomy (calculating equinoxes and solstices, f. 51v; using an astrolabe, f. 68r) and geometry (f. 133r-180v, perhaps lacking ending, with numerous small diagrams and a few small illustrations); and instructions for making dyes and pigments (f. 182r-208r) and medical preparations (f. 224r, 226v). The first three gatherings of the manuscript are lacking, based on the signature of the first extant gathering, and the upper margin has been trimmed. 17th-century table of contents on lower flyleaf.""           "
University of Pennsylvania Rare Book & Manuscript Library,Tractatum de spera ... etc.,LJS 216,Latin,Probably written in Paris between 1256 and 1270.,between 1256 and 1270,1256-1270,Paris,Yes,Yes,"Arithmetic;Astronomy;Astronomy, Medieval;Cosmology;Time measurements;","Codices;Diagrams;Illuminations;Treatises;Manuscripts, Latin;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs216/data/web/0239_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs216.html,http://openn.library.upenn.edu/Data/0001/ljs216/data/,http://hdl.library.upenn.edu/1017/d/medren/4812482,"Collection of three scientific works, nearly contemporary with the life of the author: one work on cosmology and astronomy, one on arithmetic, and one on the division of time according to the movements of the sun and moon. The first work originally followed the second and third, and the beginning of the second work is missing.""           "
University of Pennsylvania Rare Book & Manuscript Library,Rapport sur les poids et mesures,LJS 217,French,Written in Chambéry in 1828 (f. 12r).,1828,1828,Chambéry,No,No,Weights and measures;Metric system;,"Reports;Manuscripts, French;Manuscripts, Digital;",http://openn.library.upenn.edu/Data/0001/ljs217/data/web/0017_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs217.html,http://openn.library.upenn.edu/Data/0001/ljs217/data/,http://hdl.library.upenn.edu/1017/d/medren/5407600,"Excerpt from the register of the deliberations of the Société royale académique de Savoie, most of which is a report from a commission named to investigate the standardization of weights and measures. The report recommends the adoption of specific decimal liquid measures such as liters and the pegging of retained national measures, such as the pied for land area and the grenette de Chambéry for grain volume, to specific percentages of international decimal measures. Information at the end identifies the report as an excerpt, records that the report was unanimously adopted, and is signed by G. M. Raymond, secrétaire perpétuel de la Société (f. 12r).""           "
University of Pennsylvania Rare Book & Manuscript Library,Devoirs et mes conférences de Poincaré,LJS 218,French,None noted,"1850, approximately 1881-1883","1850, ppxmly 1881-1883",Paris,No,No,Mathematics;Calculus;,"Lecture notes;Diagrams;Correspondence;Manuscripts, French;Manuscripts, Digital;",http://openn.library.upenn.edu/Data/0001/ljs218/data/web/0117_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs218.html,http://openn.library.upenn.edu/Data/0001/ljs218/data/,http://hdl.library.upenn.edu/1017/d/medren/6087669,"Mathematical notes written in Paris, between 1881, when Poincaré began teaching at the Université de Paris (Sorbonne), and 1883, when Victor Puiseux, also on the faculty there, died. The notes seem to be written by both Etienne Pomey and his brother Jean-Baptiste Pomey, both of whom went on to publish mathematical works. The student notes and assignments (Folders 1-13) and 4 notebooks titled Conférences d'analyse I-IV (Folders 14-17) are on varied types and sizes of paper and are annotated both by Henri Poincaré (in purple ink) and Victor Puiseux (in pencil). Also in the collection are 2 letters written by botanist Adolphe Brongniart (one to a recipient in Paris with the last name Guettel) and a letter written by his son Edouard Brongniart, all concerning the health of Madame Brongniart and dated between 10 February and 23 June 1850, apparently unrelated to the mathematical material (Folder 18).""           "
University of Pennsylvania Rare Book & Manuscript Library,Instruction pour les officiers de l'artillerie,LJS 219,French,"Written in France after 1720 (latest date in text, p. 369).",after 1720,1720,France,No,No,Artillery;Explosives;Military art and science;Technology;,"Codices;Tables (documents);Treatises;Manuscripts, French;Manuscripts, European;",http://openn.library.upenn.edu/Data/0001/ljs219/data/web/0307_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs219.html,http://openn.library.upenn.edu/Data/0001/ljs219/data/,http://hdl.library.upenn.edu/1017/d/medren/5831589,"Treatise on artillery and explosives, as well as the construction of devices necessary for the construction and use of artillery and explosives. Concludes with several tables concerning distances and a detailed table of contents. A note in pencil on the last flyleaf refers to M. Robert, officier dans la marine; calculations in pencil inside lower cover; 2 notes in French with military references laid inside lower cover, one a note to Sergent Moulin, perhaps signed M. A. Gravitz.""           "
University of Pennsylvania Rare Book & Manuscript Library,Executoria de hidalguia a pedimiento,LJS 21,Spanish,"Written in Granada, signed 14 Apr. 1606 (f. 50r).",1606,1606,Granada,No,Yes,Nobility;Illumination of books and manuscripts;,"Codices;Illuminations;Letters patent;Manuscripts, Spanish;Manuscripts, European;",http://openn.library.upenn.edu/Data/0001/ljs21/data/web/0232_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs21.html,http://openn.library.upenn.edu/Data/0001/ljs21/data/,http://hdl.library.upenn.edu/1017/d/medren/4928082,"Carta executoria issued under the name of Philip III of Spain in favor of Juan de Mena Gutierrez of the town of Los Santos in the Spanish province of León, in response to his pleito de hidalguia (litigation to establish noble status), written in Granada and dated 14 Apr. 1606. Later additions at beginning and end of manuscript (f. i recto-1r, 50r-51r).""           "
University of Pennsylvania Rare Book & Manuscript Library,Recueil de diverses recettes médécinales,LJS 220,Middle French;Latin,Written in France between 1475 and 1490.,between 1475 and 1490,1475-1490,France,No,No,"Medicine;Medicine;","Codices;Prescriptions;Recipes;Manuscripts, French;Manuscripts, Medieval;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs220/data/web/0115_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs220.html,http://openn.library.upenn.edu/Data/0001/ljs220/data/,http://hdl.library.upenn.edu/1017/d/medren/5885488,"Collection of medical preparations for a wide variety of ailments, including headaches, eye problems, toothaches, animal bites, gout, and pleurisy, with more general introductory material on the four elements, the four humors, the signs of the zodiac, and the planets.""           "
University of Pennsylvania Rare Book & Manuscript Library,Mémoire sur les rapports qui existent entre le calcul des résidus et le calcul des limites,LJS 221,French,"Written in Turin, presented at the Academy of Sciences of Turin, 27 Nov. 1831 (title page, p. 1).",1831,1831,Turin,No,No,Calculus;Mathematics;,"Codices;Treatises;Manuscripts, French;Manuscripts, Digital;",http://openn.library.upenn.edu/Data/0001/ljs221/data/web/0075_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs221.html,http://openn.library.upenn.edu/Data/0001/ljs221/data/,http://hdl.library.upenn.edu/1017/d/medren/5885633,"Mathematical work on the calculus of residues and the calculus of limits, related to complex function theory. Between the first and second gatherings of the manuscript (following p. 8), a mechanical reproduction of another manuscript by Cauchy, titled Sur un nouveau principe de mécanique, is bound in.""           "
University of Pennsylvania Rare Book & Manuscript Library,The Ganges Canal,LJS 222,English;French;Urdu,"Written in India in 1854 (the year Cautley left India), with later additions to 1860 (Volume 2, p. 1451).",1854,1854,India,Yes,No,Engineering;Canals;,"Codices;Accounts;Diagrams;Pen-and-wash drawings;Book catalogs;Manuscripts for publication;Manuscripts, English;Manuscripts, Digital;",http://openn.library.upenn.edu/Data/0001/ljs222/data/web/0310_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs222.html,http://openn.library.upenn.edu/Data/0001/ljs222/data/,http://hdl.library.upenn.edu/1017/d/medren/6050374,"Manuscript of an extensive illustrated report on the construction of the Ganges Canal, published in 1860 as Report on the Ganges Canal works from their commencement until the opening of the canal in 1854. The manuscript includes corrections and notes to the printer, some in Proby Cautley's hand, which were incorporated into the printed edition. The report describes the planning, surveying, financial record keeping, engineering, and construction of the canal, which was intended for both navigation and irrigation. The third volume is a collection of appendices including manuscript records, printed documents marked up for re-publication, and foldout tables (f. 99, 325) and documents (f. 157, 286-287, 290, 293, 296, 299-300, 305). One of the manuscript appendices is a list of the books in the Ganges Canal Professional Library in 1854.""           "
University of Pennsylvania Rare Book & Manuscript Library,Questiones logicales ... etc.,LJS 223,Latin,"Written in Bavaria, ca. 1510 (on the basis of the watermark).",ca. 1510,1510,Bavaria,No,No,Logic;Physics;,"Codices;Annotations;Commentaries;Diagrams;Treatises;Manuscripts, Latin;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs223/data/web/0289_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs223.html,http://openn.library.upenn.edu/Data/0001/ljs223/data/,http://hdl.library.upenn.edu/1017/d/medren/4817502,"Collection of Aristotelian works and other philosophical works, including works on logic; short tracts (some incomplete) on Aristotle's Categories, De interpretatione, and Posterior analytics; and several works on Aristotle's Physics (including commentaries by Antonius Carpentier on both the Physics and the introduction to the Physics by Jacques Lefèvre d'Etaples published in 1492), this last group (f. 148v-206r) being more decorated than the rest of the manuscript. The beginning of the Reportata in Logicam Aristotelis has a marginal commentary (f. 22r-29v); in the rest of the manuscript, headings and notes are written in the margins.""           "
University of Pennsylvania Rare Book & Manuscript Library,Expositio in libros Posteriorum Aristotelis,LJS 224,Latin,"Written in Italy, possibly Verona (contemporary ownership inscription, f. 1r), in the mid-15th century.",between 1425 and 1475,1425-1475,Verona,No,No,Logic;,"Codices;Commentaries;Diagrams;Drawings (visual works);Manuscripts, Latin;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs224/data/web/0104_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs224.html,http://openn.library.upenn.edu/Data/0001/ljs224/data/,http://hdl.library.upenn.edu/1017/d/medren/5938734,"Commentary on Aristotle's Posterior analytics, in which syllogistic reasoning is applied to scientific proof or demonstration. The first and second gatherings end with the text written in the lower margin of the last verso, as if lacking space and nevertheless finishing before the start of the next gathering (f. 13v, 23v). Occasional marginal corrections and notes.""           "
University of Pennsylvania Rare Book & Manuscript Library,Litterarum simulationis liber,LJS 225,Latin;Italian,"Probably written in Rome, between 1455 and 1458 (during the papacy of Callistus III).",between 1455 and 1458,1455-1458,Rome,No,Yes,Cryptography;Ciphers;,"Codices;Illuminations (visual works);Manuals (instructional materials);Treatises;Manuscripts, Latin;Manuscripts, Italian;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs225/data/web/0204_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs225.html,http://openn.library.upenn.edu/Data/0001/ljs225/data/,http://hdl.library.upenn.edu/1017/d/medren/4817906,"Presentation copy for Pope Callistus III of a work on cryptography that describes two systems: in the first, Italian words beginning with one letter are all represented by Italian words beginning with another letter; in the second, signs or symbols represent letters or entire Italian words (titles, city names, and numbers).""           "
University of Pennsylvania Rare Book & Manuscript Library,Certain astrological and astronomical figures,LJS 226,Latin;Spanish,"Written in England and Spain, ca. 1410 (date cited in later note, f. 2r).",ca. 1410,1410,England;Spain,No,No,Astrology;Astronomy;Booksellers and bookselling;Cabala;Labyrinths;,"Codices;Fragments;Diagrams;Manuscripts, Latin;Manuscripts, Medieval;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs226/data/web/0193_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs226.html,http://openn.library.upenn.edu/Data/0001/ljs226/data/,http://hdl.library.upenn.edu/1017/d/medren/5051111,"Collection of astrological and astronomical diagrams gathered from 3 earlier manuscripts. After a later parchment bifolium (f. 1-2, with inscription dated 1861 and 18th- or 19th-century English title) come 3 leaves from an early 15th-century English manuscript, perhaps the manuscript book dated 1410 referred to in the title on the later bifolium. These present diagrams that are a template for a horoscope (f. 3v), a circular zodiac calendar with no indication of year (f. 4r), and 2 diagrams related to Cabala as it was understood in Europe at the time (f. 4v-5r). An inscription describes the purchasing of the parent manuscript from Richard Chamberlain and a breakdown of the price for a manuscript of 25 gatherings, lining or ruling, binding, and materials (f. 3r). The next leaf, which is folded and comes from a different manuscript, shows a diagram of the earth surrounded by spheres of the elements with an explanation that suggests the diagram concerns the cause of tides (f. 6r) and 2 astronomical diagrams of concentric circles labeled Polus articus and Polus antarticus (f. 6v). The final leaf is from a Spanish manuscript and contains a mathematical table showing the use of Arabic numerals in the computation of large numbers (up to 22 places) for astronomical calculations, with notes using the Spanish terms cuento, millon, summa, and protocuendo (f. 7r). A plain diagram in ink of a labyrinth, drawn on the verso of a fragment of an English document on paper concerning a real estate transaction, is laid in the manuscript.""           "
University of Pennsylvania Rare Book & Manuscript Library,Commentaries on Aristotle and Porphyry,LJS 229,Hebrew,Written in Provence or northern Spain in the second half of the 15th century.,between 1450 and 1499,1450-1499,Provence ;Spain,No,No,Logic;,"Codices;Commentaries;Diagrams;Manuscripts, Hebrew;Manuscripts, Medieval;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs229/data/web/0097_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs229.html,http://openn.library.upenn.edu/Data/0001/ljs229/data/,http://hdl.library.upenn.edu/1017/d/medren/5941518,"15th-century copy of anonymous commentaries in Hebrew on talkhīṣāt (middle commentaries) by Averroës on Aristotle and Porphyry, originally written in Arabic in the 12th century. The commentaries on Aristotle's Categoriae and De interpretatione are titled Sefer ha-Maʼamarot and Sefer ha-Melitsah in the manuscript; the two commentaries of Averroës on these works are known as Talkhīṣ kitāb al-maqūlāt and Talkhīs kitāb al-ʻIbārah, respectively. The commentary on Porphyry's Isagoge is titled Sefer ha-Mavo in the manuscript; the commentary by Averroës on this work is known as Talkhīṣ madkhal Furfūriyūs. Occasional marginal notes. Lower half of one leaf following conclusion of text cut out (f. 114). Pen trials and notes in Hebrew, Latin, and French on the 3 detached leaves at the end of the manuscript.""           "
University of Pennsylvania Rare Book & Manuscript Library,"Trattato di varie cose attenenti a guerra, molini, aque, pesi, mechaniche fortezze, et altro",LJS 22,Italian,"Written in Italy in 1687 (p. i (title page), 179 ).",1687,1687,Italy,Yes,No,Mechanical engineering;Military art and science;Technology;Water-wheels;,"Codices;Drawings (visual works);Technical drawings;Treatises;Manuscripts, Italian;Manuscripts, European;",http://openn.library.upenn.edu/Data/0001/ljs22/data/web/0044_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs22.html,http://openn.library.upenn.edu/Data/0001/ljs22/data/,http://hdl.library.upenn.edu/1017/d/medren/5816242,"Illustrated treatise in 4 books on machinery, addressing machines for attacking fortified cities, the use of waterwheels in mills and manufacturing, and the construction of defensive fortifications, followed by an alphabetical index. Some oxidation, especially along heavy lines.""           "
University of Pennsylvania Rare Book & Manuscript Library,Statutum habelle communum et terrarum Barge,LJS 231,Latin,"Written in Barga, after the statutes dated 26 Feb. 1346 (f. 3r).",after 1346,1346,Barga,No,No,Taxation;,"Codices;Laws (documents);Manuscripts, Latin;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs231/data/web/0217_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs231.html,http://openn.library.upenn.edu/Data/0001/ljs231/data/,http://hdl.library.upenn.edu/1017/d/medren/4987528,"Regulations in 49 chapters concerning the amount of tax (gabella or gabelle) and the conditions under which duty must be paid on internal and external trade in cloth of various kinds and from various sources; hides; various objects made of iron, steel, tin, lead, or brass; wood, worked or not, for various designated purposes; food including cheese, fish, oil, and wine; vessels of glass and clay; building materials such as plaster, tiles, and marble; domestic animals including horses; servants; and grain and other agricultural products, including herbs and spices. Also includes definitions of weights and measures and regulations on retail sale of wine, bread, and oil. The end of the text is missing (after f. 26v). The first and last leaves contain a variety of later additions, including many pen trials and rough sketches in ink (f. 1-2, 27-28). The original was written by the notary Neri ser Petri de Monte Alcino (f. 3r), but this manuscript is written by several hands.""           "
University of Pennsylvania Rare Book & Manuscript Library,Trattato delle proportioni et proportionalità,LJS 232,Italian,Written in Florence after 1539 (f. 2v).,after 1539,1539,Florence,No,No,Rithmomachia (Game);Mathematical recreations;,"Codices;Diagrams;Dialogues;Treatises;Manuscripts, Italian;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs232/data/web/0240_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs232.html,http://openn.library.upenn.edu/Data/0001/ljs232/data/,http://hdl.library.upenn.edu/1017/d/medren/4818189,"Treatise by Benedetto Varchi on proportion as the basis for rithmomachia, a mathematical game played on a chessboard with pieces that each have a shape and a number; a dialogue written by Carlo di Ruberto Strozzi, in which Cosimo Rucellai, who introduced the game to Benedetto Varchi, teaches the rules to Strozzi and Jacopo di Piero Vettori; and other notes on the game. Later unrelated notes and pen trials on leaves before and after main texts. Damage and bleed-through due to oxidation on many leaves.""           "
University of Pennsylvania Rare Book & Manuscript Library,Liber phisicorum sive auditus phisici,LJS 234,Latin,"Written in northern France, in the region historically known as Flanders, before 1349 (erased inscription recording purchase in 1349, inside upper cover).",before 1349,1349,France,No,Yes,Physics;Physical sciences;,"Codices;Commentaries;Illuminations (visual works);Manuscripts, Latin;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs234/data/web/0127_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs234.html,http://openn.library.upenn.edu/Data/0001/ljs234/data/,http://hdl.library.upenn.edu/1017/d/medren/5941942,"Commentary on Aristotle's Physics, divided into 8 books. Occasional marginal notes.""           "
University of Pennsylvania Rare Book & Manuscript Library,Kitāb al-Adwār,LJS 235,Arabic,Written in the Ottoman Empire in the 16th century.,15;Music theory;,"Codices;Commentaries;Diagrams;Treatises;Manuscripts, Arabic;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs235/data/web/0205_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs235.html,http://openn.library.upenn.edu/Data/0001/ljs235/data/,http://hdl.library.upenn.edu/1017/d/medren/5056923,"Treatise on the theory of music, including division of frets, ratio of intervals, consonance and dissonance, cycles, rhythmic and melodic modes, and the 5-string oud or lute, with an anonymous commentary.""           "
University of Pennsylvania Rare Book & Manuscript Library,Thesaurus pauperum ... etc.,LJS 236,Latin;Italian,Written in northern Italy in the second half of the 15th century.,ca. 1450-1499,1450-1499,Italy,No,No,"Medicine;Medicine;","Codices;Diagrams;Drawings;Prescriptions;Recipes;Manuscripts, Latin;Manuscripts, Italian;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs236/data/web/0043_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs236.html,http://openn.library.upenn.edu/Data/0001/ljs236/data/,http://hdl.library.upenn.edu/1017/d/medren/5889557,"Medical miscellany with almost the first half of the volume devoted to a copy of Arnaldus de Villanova's Thesaurus pauperum, a compilation of remedies for a variety of diseases. The remainder includes another work by Arnaldus de Villanova, a partial copy of a work by Johannes de Rupescissa, a work attributed to Ramon Llull, and several other unattributed collections of remedies. Lists of multiple names, perhaps of teachers or students, many associated with locations in northern Italy, added by a few hands (f. 165r-167r, 265r-266r).""           "
University of Pennsylvania. Rare Book & Manuscript Library Web,Quinque libri Egesippi nacione Judei de excidio iudeorum,LJS 237,Latin,"Written in Italy, possibly Padua, ca. 1460 (based on analysis of illumination by Albinia de la Mare).",ca. 1460,1460,Padua,No,Yes,"Jews;Jews;Jews;","Facsimiles;Histories;Annotations;Manuscripts, Latin;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs237/data/web/0287_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs237.html,http://openn.library.upenn.edu/Data/0001/ljs237/data/,http://hdl.library.upenn.edu/1017/d/medren/4769953,"Latin translation and adaptation of De bello Judaico with information added from other historians, mostly Latin, traditionally attributed to Egesippus. Contemporary scholarly marginalia and glosses attempt to resolve inconsistencies between this text and the more literal Latin translation of Rufinus.""           "
University of Pennsylvania Rare Book & Manuscript Library,Assise of all manner of breade :,LJS 238,None noted,None noted,None noted,,None noted,No,No,Bakers;Bread;Weights and measures;,"Manuscripts, English;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs238/data/web/0177_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs238.html,http://openn.library.upenn.edu/Data/0001/ljs238/data/,http://hdl.library.upenn.edu/1017/d/medren/4993994,"Table of prescribed weights for varieties of loaves for different prices of wheat, with the heading The statute of wynchestre. Written in Winchester in the 16th century. After a preamble of 8 lines written in a cursive Gothic script, the table of 6 columns of 34 lines in textura script presents the prices of wheat in the first column followed by columns for 5 varieties of loaf (quarter symnell, farthing wastel, white lofe, wheten lof, and household lof). The preamble begins with the heading and a 6-line calligraphic initial in red ink. The columns alternate between red and black ink, with a drawing in faint red ink at the top of each column (a sack of grain over the first, a type of loaf over the others) and a drawing of a scroll in black ink enclosing the heading of each column.""           "
University of Pennsylvania Rare Book & Manuscript Library,"Pattern-book of bridles, bits and straps",LJS 239,German,"Written in Upper Saxony, ca. 1560.",ca. 1560,1560,Upper Saxony,Yes,No,Animal culture;Bridles;Horsemanship;,"Codices;Drawings (visual works);Paintings (visual works);Manuscripts, German;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs239/data/web/0285_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs239.html,http://openn.library.upenn.edu/Data/0001/ljs239/data/,http://hdl.library.upenn.edu/1017/d/medren/4855835,"Collection of full-scale drawings (some painted in color) of cavessons, curbs, and bits, perhaps by Veit Forster, teacher of Mang Seutter, who published a collection of engravings of these types of equipment in 1584. Forster and Seutter were stablemasters for Marcus Fugger, owner of this manuscript.""           "
University of Pennsylvania Rare Book & Manuscript Library,De natura rerum,LJS 23,Latin,"Written in Northern France or Flanders, ca. 1250-1275.",between 1250 and 1275,1250-1275,France ;Flanders,No,No,Natural history;,"Codices;Manuscripts, Latin;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs23/data/web/3131_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs23.html,http://openn.library.upenn.edu/Data/0001/ljs23/data/,http://hdl.library.upenn.edu/1017/d/medren/4746981,"Gatherings from Books VII-XX of Thomas's general introduction to science, including parts of his sections on fish, insects and invertebrates, trees, cosmology and astronomy, herbs, springs, gems, wind and clouds, the four elements, stars, and eclipses. One of the earliest known copies of this text. Notes in a modern German hand on front flyleaves and occasionally in margins.""           "
University of Pennsylvania Rare Book & Manuscript Library,Basis grammatice,LJS 242,Latin;French,Written in Paris in 1470 (f. 1v).,1470,1470,Paris,No,Yes,Latin language;,"Codices;Commentaries;Treatises;Manuscripts, Latin;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs242/data/web/0308_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs242.html,http://openn.library.upenn.edu/Data/0001/ljs242/data/,http://hdl.library.upenn.edu/1017/d/medren/5408498,"Summary of Latin grammar arranged in 8 sections for 8 parts of speech, followed by conjugation tables for the 4 conjugations and a commentary on the summary, with the lemmata from the earlier part in red.""           "
